url,keywords
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-json,string; boolean; input; string valid; boolean true; valid; string number; validate; json; output; true; number; evaluator; validated; function; true string; false string; dataoutput string; assuming evaluator; result boolean
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-md5,string; boolean; input; string valid; boolean true; valid; string number; validate; output; true; number; evaluator; function; true string; false string; dataoutput string; assuming evaluator; result boolean; dataoutput; text dataoutput
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-phone-number,number; string; 10 digit; boolean; digit; input; string valid; 10; boolean true; valid; string number; validate; output; true; evaluator; phone; phone number; validateexpectedoutput; validateexpectedoutput expected; function
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-sha256,string; input; pattern; string number; boolean; validate; output; true; number; validateexpectedoutput; validateexpectedoutput expected; function; response format; true string; false string; dataoutput string; matches; does; dataoutput; text dataoutput
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-url,string; boolean; input; string valid; url; boolean true; valid; string number; validate; output; true; number; evaluator; url string; validateexpectedoutput; validateexpectedoutput expected; function; true string; false string; assuming evaluator
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/programmatic-evaluators/is-valid-uuid,uuid; string; boolean; validate; input; boolean true; string number; format; output; true; number; evaluator; function; string validate; true string; false string; dataoutput string; matches; assuming evaluator; does
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/bleu,candidate; precision; length; mat; words; cat; reference; ground; ground truth; truth; text; generated text; bigrams; unigram; output quality; indicates; overlap; calculation; quality; generated
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/chebyshev-embedding-distance,distance; texts; embeddings; scores texts; texts semantically; dimensions; semantically; vectors; scores; lower scores; similarity; maximum; lower; score; str; dimension; float distance; greater similarity; embeddings texts; evaluator computes
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/cosine-embedding-distance,distance; vectors; similarity; closer; text; lower; str; float distance; embeddings texts; dot; evaluator computes; computes embeddings; semantic similarity; classification; product; evaluated expectedoutput; reference ground; truth text; distance score; distance metric
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/euclidean-embedding-distance,distance; texts; embeddings; vector; scores; reference; score; str; generated; space; scores texts; texts semantically; embeddings generated; dimension; float distance; greater similarity; embedding; cluster; similarity works; semantically
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/f1-score,precision recall; precision; recall; set items; text set; items; scores closer; closer; scores; str; matter; formula similarity; text; reference text; metric use; float score; set; similarity metric; cases evaluating; score interpretation
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/hamming-embedding-distance,vectors; dimension; integer; binary; counts; comparing; distance; embeddings; scores; score; str; number; dimensions; greater similarity; embeddings texts; sum; representing; discrete; evaluator computes; computes embeddings
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/manhattan-embedding-distance,distance; texts; embeddings; scores; str; machine learning; scores texts; texts semantically; learning; dimension; dimensions; float distance; greater similarity; embeddings texts; similarity works; engineering; semantically; evaluator computes; computes embeddings; differences
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/precision,positives; positive; false; text set; items; relevance; scores closer; closer; scores; str; generated; incorrect; formula similarity; classification; text; larger; reference text; metric use; float score; set
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/recall,positives; set items; text set; detection; items; scores closer; closer; actual; false; scores; str; formula similarity; text; larger; reference text; metric use; float score; set; similarity metric; score interpretation
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/rouge1,unigram; overlap; scores closer; closer; scores; reference; str; coverage; formula similarity; textexpectedoutput; textexpectedoutput str; machine translation; text; closer better; closer poor; translation; poor; reference text; summarization; metric use
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/rouge2,cat; bigrams; mat; sat; overlap; reference; scores closer; closer; scores; str; sentence; textexpectedoutput; textexpectedoutput str; candidate; machine translation; text; closer better; closer poor; translation; calculation
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/rougel,cat; similarity; structural; structural similarity; scores closer; closer; scores; reference; str; sat; mat; textexpectedoutput; textexpectedoutput str; candidate; machine translation; translation; calculation; word; reference text; length
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/rougelsum,sentence; sentences; structural; structural similarity; similarity; document; scores; reference; multi; scores closer; closer; level; score; str; generated; textexpectedoutput; textexpectedoutput str; normalized; sum; rouge
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/semantic-similarity,similarity; texts; reference; str; generated; embeddings generated; embedding; similarity works; commonly; semantically; semantic similarity; text; considered; identical; vectors; indicate greater; summaries; word; completely; reference text
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/sql-query-analysis,sql; query; generated; sql query; generated sql; reference; evaluating; score; str; correctness; performs; natural language; semantically; result; comparing; produce; works evaluator; completely; plans; float score
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/sqlite-validation,sql; schema; generated sql; validation; binary score; executed; invalid; query; str; binary; database; syntax; successfully; error; score; generated; sql query; generating; immediate; result
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/tool-call-accuracy,tool; tool calls; calls; match; mismatch; matching; expected tool; list; expected; perfect; nested; detected; calling; arguments; logic; complex; supports; structure; end; successfully
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/statistical-evaluators/tree-similarity-editing-distance,tree; structured; structural; code; similarity; structural similarity; xml; normalized; structured data; distance; structures; text; metric; str; generated; correctness; similarity works; minimum; parsed; identical
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/voice-evaluators/abrupt-disconnection,gemini; recommended; flash recommended; flash; gemini flash; detected; audio; pro; supported models; models gemini; recommended gpt; 4o audio; audio preview; preview gemini; gemini pro; pro gemini; recommended best; best performance; latency interpretation; result binary
https://www.getmaxim.ai/docs/library/evaluators/pre-built-evaluators/voice-evaluators/ai-interrupting-user,interruptions; gemini; counts; recommended; flash recommended; flash; gemini flash; audio; integer; pro; supported models; models gemini; recommended gpt; 4o audio; audio preview; preview gemini; gemini pro; pro gemini; recommended best; best performance
